Sentence,Word,Start_Time,End_Time,Mean_F0,SpeakerID,Country,Gender,Age
Je vais faire les courses si j'ai le temps.,le,2.07,2.19,110.21589513292733,Speaker2,Spain,Male,26
Je vais faire les courses si j'ai le temps.,temps.,2.19,2.63204,86.35050041188836,Speaker2,Spain,Male,26
Ces chaussures ne m’ont coûté que 50 euros!,Ces,0.25,0.75,122.72139535657497,Speaker2,Spain,Male,26
Ces chaussures ne m’ont coûté que 50 euros!,chaussures,0.75,1.27,136.0615414952272,Speaker2,Spain,Male,26
Ces chaussures ne m’ont coûté que 50 euros!,ne,1.87,2.11,125.9007888239889,Speaker2,Spain,Male,26
Ces chaussures ne m’ont coûté que 50 euros!,m’ont,2.14,2.56,121.3946866691287,Speaker2,Spain,Male,26
Ces chaussures ne m’ont coûté que 50 euros!,coûté,2.96,4.12,118.43729102645804,Speaker2,Spain,Male,26
Ces chaussures ne m’ont coûté que 50 euros!,que,4.4,4.73,105.66563239242063,Speaker2,Spain,Male,26
Ces chaussures ne m’ont coûté que 50 euros!,50,5.05,5.69,118.55077210554926,Speaker2,Spain,Male,26
Ces chaussures ne m’ont coûté que 50 euros!,euros!,5.69,6.04,161.84839272317242,Speaker2,Spain,Male,26
"Paris, c'est le cœur du pays.","Paris,",0.25,0.69,141.703824748405,Speaker2,Spain,Male,26
"Paris, c'est le cœur du pays.",c'est,1.0,1.22,139.63000157211542,Speaker2,Spain,Male,26
"Paris, c'est le cœur du pays.",le,1.22,1.34,127.4940289894452,Speaker2,Spain,Male,26
"Paris, c'est le cœur du pays.",cœur,1.34,1.55,135.23309719161168,Speaker2,Spain,Male,26
"Paris, c'est le cœur du pays.",du,1.89,2.03,101.70832334490515,Speaker2,Spain,Male,26
"Paris, c'est le cœur du pays.",pays.,2.33,2.57,110.20641622100524,Speaker2,Spain,Male,26
"Si tu viens, nous pourrons commencer.",Si,0.25,0.42,139.42305425128203,Speaker2,Spain,Male,26
"Si tu viens, nous pourrons commencer.",tu,0.42,0.57,138.20822527510148,Speaker2,Spain,Male,26
"Si tu viens, nous pourrons commencer.","viens,",0.57,0.93,117.57973444369959,Speaker2,Spain,Male,26
"Si tu viens, nous pourrons commencer.",nous,1.21,1.4,128.98709364176835,Speaker2,Spain,Male,26
"Si tu viens, nous pourrons commencer.",pourrons,1.4,1.93,125.26310053704073,Speaker2,Spain,Male,26
"Si tu viens, nous pourrons commencer.",commencer.,1.93,2.37,104.17990061566898,Speaker2,Spain,Male,26
Nous avons beaucoup marché aujourd’hui!,Nous,0.25,0.45,138.93861065174232,Speaker2,Spain,Male,26
Nous avons beaucoup marché aujourd’hui!,avons,0.45,0.99,122.13968844885886,Speaker2,Spain,Male,26
Nous avons beaucoup marché aujourd’hui!,beaucoup,1.27,1.68,106.6701248467108,Speaker2,Spain,Male,26
Nous avons beaucoup marché aujourd’hui!,marché,1.68,2.21,122.82216366830906,Speaker2,Spain,Male,26
Nous avons beaucoup marché aujourd’hui!,aujourd’hui!,2.21,2.8,94.3346770688605,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.",Nous,0.25,0.49,131.209277517004,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.",irons,0.49,0.83,123.70072050022779,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.",soit,0.83,1.16,128.57766696047509,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.",à,1.16,1.27,unreliable,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.",la,1.27,1.47,116.55848326571706,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.","piscine,",1.47,1.94,125.68698847699089,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.",soit,2.43,2.67,132.32817425518087,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.",au,2.67,2.9,119.65312669878756,Speaker2,Spain,Male,26
"Nous irons soit à la piscine, soit au cinéma.",cinéma.,2.9,3.43669,102.29073438964589,Speaker2,Spain,Male,26
Pouvez-vous parler plus lentement s’il vous plaît?,Pouvez-vous,0.25,0.83,129.94897651015117,Speaker2,Spain,Male,26
Pouvez-vous parler plus lentement s’il vous plaît?,parler,0.83,1.3,128.94405111161058,Speaker2,Spain,Male,26
Pouvez-vous parler plus lentement s’il vous plaît?,plus,1.3,1.51,120.67780052047851,Speaker2,Spain,Male,26
Pouvez-vous parler plus lentement s’il vous plaît?,lentement,2.47,2.95,122.07839864382937,Speaker2,Spain,Male,26
Pouvez-vous parler plus lentement s’il vous plaît?,s’il,3.12,3.32,130.61908597764963,Speaker2,Spain,Male,26
