Sentence,Word,Start_Time,End_Time,Mean_F0,SpeakerID,Country,Gender,Age
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'ai,0.47,0.76,125.68527783780249,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",vu,0.76,1.02,126.4293149939131,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,1.02,1.39,118.60101189190065,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Tour,1.59,1.8,120.17612557821244,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Eiffel,1.8,2.2,113.65801998725277,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",pour,2.3,2.51,118.95771883386529,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,2.51,2.65,118.46349992651513,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",première,2.65,3.0,114.14543200492666,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.","fois,",3.07,3.21,125.81071529332058,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'étais,3.86,4.19,129.48742244874498,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",sans,4.19,4.37,116.93886005881461,Speaker2,Spain,Male,26
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",voix.,4.37,4.75542,105.89102886690887,Speaker2,Spain,Male,26
Tu viens avec nous au cinéma le soir?,Tu,0.25,0.54049,126.3293171926818,Speaker2,Spain,Male,26
Tu viens avec nous au cinéma le soir?,viens,1.0,1.35,120.107534062199,Speaker2,Spain,Male,26
Tu viens avec nous au cinéma le soir?,avec,1.48,1.78,114.75146812968185,Speaker2,Spain,Male,26
Tu viens avec nous au cinéma le soir?,nous,1.82,2.12,116.04213898537029,Speaker2,Spain,Male,26
Tu viens avec nous au cinéma le soir?,au,2.21,2.26,123.87335381462131,Speaker2,Spain,Male,26
Tu viens avec nous au cinéma le soir?,cinéma,2.26,2.66,117.23438681487991,Speaker2,Spain,Male,26
Tu viens avec nous au cinéma le soir?,le,2.73,2.79,unreliable,Speaker2,Spain,Male,26
Tu viens avec nous au cinéma le soir?,soir?,2.79,3.02,108.76680042036564,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",Je,0.25,0.4,127.76676335214117,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",ne,0.4,0.53,132.65802416723074,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",peux,0.53,0.73,133.9666763827357,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",pas,0.73,1.09,131.83395258751773,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",y,1.16,1.45,113.98635622654946,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.","croire,",1.45,1.86,104.17278248614606,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",c'est,2.43532,2.63593,133.65068319977192,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",trop,2.63593,2.85,128.46848582677063,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",beau,2.85,3.12,136.76158817583976,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",pour,3.24,3.55,116.10991182566164,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",être,3.81,4.24017,160.70074172723082,Speaker2,Spain,Male,26
"Je ne peux pas y croire, c'est trop beau pour être vrai.",vrai.,4.24017,4.64299,182.0806667023589,Speaker2,Spain,Male,26
Imagine si on pouvait voyager dans ce temps.,Imagine,0.25,0.78,119.62309781893121,Speaker2,Spain,Male,26
Imagine si on pouvait voyager dans ce temps.,si,1.72,1.86,149.95146112365845,Speaker2,Spain,Male,26
Imagine si on pouvait voyager dans ce temps.,on,1.86,1.96,130.94303259092985,Speaker2,Spain,Male,26
Imagine si on pouvait voyager dans ce temps.,pouvait,1.96,2.65,123.55253510492233,Speaker2,Spain,Male,26
Imagine si on pouvait voyager dans ce temps.,voyager,2.71,3.21,120.11507357077772,Speaker2,Spain,Male,26
Imagine si on pouvait voyager dans ce temps.,dans,3.21,3.3,unreliable,Speaker2,Spain,Male,26
Imagine si on pouvait voyager dans ce temps.,ce,3.33,3.5,110.0809112708451,Speaker2,Spain,Male,26
Imagine si on pouvait voyager dans ce temps.,temps.,3.5,3.95708,110.75339317968138,Speaker2,Spain,Male,26
"On se retrouve à 20 heures, d'accord?",On,0.25,0.39,127.941440929801,Speaker2,Spain,Male,26
"On se retrouve à 20 heures, d'accord?",se,0.39,0.61,134.44961885981377,Speaker2,Spain,Male,26
"On se retrouve à 20 heures, d'accord?",retrouve,0.61,1.11,134.53710898429,Speaker2,Spain,Male,26
"On se retrouve à 20 heures, d'accord?",à,1.29,1.67,112.56087453619698,Speaker2,Spain,Male,26
"On se retrouve à 20 heures, d'accord?",20,1.67,2.0,116.58005706665345,Speaker2,Spain,Male,26
"On se retrouve à 20 heures, d'accord?","heures,",2.0,2.17,103.36465576785254,Speaker2,Spain,Male,26
"On se retrouve à 20 heures, d'accord?",d'accord?,2.17,2.65565,319.2704357672059,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?",Ce,0.25,0.41,131.41033254336148,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?",film,0.41,0.71,133.45830344121316,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?",était,0.71,1.05,125.79950851086477,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?",vraiment,1.05,1.97,124.2326717524361,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?","captivant,",2.02,2.41,110.12545663395228,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?",tu,3.18,3.3,134.10508538056257,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?",ne,3.3,3.44,125.36796829025884,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?",trouves,3.44,3.69,120.20275367007112,Speaker2,Spain,Male,26
"Ce film était vraiment captivant, tu ne trouves pas?",pas?,3.74,4.18775,242.50983611333027,Speaker2,Spain,Male,26
Tu t'appelles comment?,Tu,0.25,0.36,136.17616868610213,Speaker2,Spain,Male,26
Tu t'appelles comment?,t'appelles,0.36,0.74,119.69326653966135,Speaker2,Spain,Male,26
Tu t'appelles comment?,comment?,0.74,1.16008,113.929043175043,Speaker2,Spain,Male,26
On prend un café?,On,0.25,0.37,130.57018371046712,Speaker2,Spain,Male,26
On prend un café?,prend,0.37,0.52,128.75937147230644,Speaker2,Spain,Male,26
On prend un café?,un,0.52,0.8,119.69953464712053,Speaker2,Spain,Male,26
On prend un café?,café?,0.83,1.14,122.75370213164986,Speaker2,Spain,Male,26
Qu'est-ce qui se passe?,Qu'est-ce,0.25,0.55,133.90689156191507,Speaker2,Spain,Male,26
Qu'est-ce qui se passe?,qui,0.55,0.76,127.10290043472804,Speaker2,Spain,Male,26
Qu'est-ce qui se passe?,se,0.76,0.93,131.67097209511533,Speaker2,Spain,Male,26
Qu'est-ce qui se passe?,passe?,0.93,1.4628,109.85476373259556,Speaker2,Spain,Male,26
"C'est elle, la directrice?",C'est,0.25,0.89,115.56241235903566,Speaker2,Spain,Male,26
"C'est elle, la directrice?","elle,",1.1,1.37,157.9791014590337,Speaker2,Spain,Male,26
"C'est elle, la directrice?",la,2.22,2.33,110.18614629203927,Speaker2,Spain,Male,26
"C'est elle, la directrice?",directrice?,2.33,3.19387,107.18731280410034,Speaker2,Spain,Male,26
"C'est combien, le café?",C'est,0.25,0.45,133.3195956276183,Speaker2,Spain,Male,26
"C'est combien, le café?","combien,",0.45,1.08,117.88239150227062,Speaker2,Spain,Male,26
"C'est combien, le café?",le,1.24,1.34,113.37314901120612,Speaker2,Spain,Male,26
"C'est combien, le café?",café?,1.34,1.76266,124.05239274670343,Speaker2,Spain,Male,26
Vous êtes anglais ou américain?,Vous,0.67,0.98,135.9671048062838,Speaker2,Spain,Male,26
Vous êtes anglais ou américain?,êtes,0.98,1.18,123.9474183076075,Speaker2,Spain,Male,26
Vous êtes anglais ou américain?,anglais,1.18,1.54,120.03491617978597,Speaker2,Spain,Male,26
Vous êtes anglais ou américain?,ou,1.54,1.68,128.9877245895274,Speaker2,Spain,Male,26
Vous êtes anglais ou américain?,américain?,1.68,2.34193,115.26195264146455,Speaker2,Spain,Male,26
Vous vivez en ville ou à la campagne?,Vous,0.25,0.61,126.96702037851131,Speaker2,Spain,Male,26
Vous vivez en ville ou à la campagne?,vivez,0.61,1.56,120.50790463624699,Speaker2,Spain,Male,26
Vous vivez en ville ou à la campagne?,en,1.56,1.59,125.83345604493731,Speaker2,Spain,Male,26
Vous vivez en ville ou à la campagne?,ville,1.59,2.01,136.6787053933027,Speaker2,Spain,Male,26
Vous vivez en ville ou à la campagne?,ou,2.21,2.53,117.03972280828572,Speaker2,Spain,Male,26
Vous vivez en ville ou à la campagne?,à,2.53,2.6,113.28345511940171,Speaker2,Spain,Male,26
Vous vivez en ville ou à la campagne?,la,2.6,2.86,105.69982397051753,Speaker2,Spain,Male,26
Vous vivez en ville ou à la campagne?,campagne?,3.0,3.6103,119.66147435724119,Speaker2,Spain,Male,26
"Je parle anglais, grec et un peu français.",Je,0.25,0.36,138.80511746056635,Speaker2,Spain,Male,26
"Je parle anglais, grec et un peu français.",parle,0.36,0.66,124.45728964486179,Speaker2,Spain,Male,26
"Je parle anglais, grec et un peu français.","anglais,",0.66,1.08,122.86441774733575,Speaker2,Spain,Male,26
"Je parle anglais, grec et un peu français.",grec,1.42,1.72,139.35924408092302,Speaker2,Spain,Male,26
"Je parle anglais, grec et un peu français.",et,2.11,2.37,120.17282374067574,Speaker2,Spain,Male,26
"Je parle anglais, grec et un peu français.",un,2.44,2.59,122.75261211404342,Speaker2,Spain,Male,26
"Je parle anglais, grec et un peu français.",peu,2.59,2.85,118.01359146231093,Speaker2,Spain,Male,26
"Je parle anglais, grec et un peu français.",français.,2.85,3.34,110.13219383773611,Speaker2,Spain,Male,26
"Il travaille en France, mais il n'est pas français.",Il,0.791,0.901,113.11114429068206,Speaker9,France,Male,30
"Il travaille en France, mais il n'est pas français.",travaille,0.901,1.321,118.00344674858668,Speaker9,France,Male,30
"Il travaille en France, mais il n'est pas français.",en,1.321,1.401,96.22260307237107,Speaker9,France,Male,30
"Il travaille en France, mais il n'est pas français.","France,",1.401,1.801,138.13311821600678,Speaker9,France,Male,30
"Il travaille en France, mais il n'est pas français.",mais,1.801,1.941,100.70142209985768,Speaker9,France,Male,30
"Il travaille en France, mais il n'est pas français.",il,1.941,2.001,100.41693163359167,Speaker9,France,Male,30
"Il travaille en France, mais il n'est pas français.",n'est,2.001,2.141,97.59762018675364,Speaker9,France,Male,30
"Il travaille en France, mais il n'est pas français.",pas,2.141,2.291,129.6344457858644,Speaker9,France,Male,30
"Il travaille en France, mais il n'est pas français.",français.,2.291,2.751,109.04987082081314,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,Je,0.25,0.34,108.81682830523582,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,suis,0.34,0.54,114.52832161625682,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,français,0.54,0.98,102.7065963263594,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,et,0.98,1.11,132.48800903191116,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,je,1.11,1.23,104.3699491329737,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,viens,1.23,1.45,102.96898516815304,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,de,1.45,1.51,112.77056425866245,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,la,1.51,1.61,93.47198982410936,Speaker9,France,Male,30
Je suis français et je viens de la Bretagne.,Bretagne.,1.61,2.17717,92.04486856796507,Speaker9,France,Male,30
Ces chaussures ne m’ont coûté que 50 euros!,Ces,0.25,0.36,119.67340823129365,Speaker9,France,Male,30
Ces chaussures ne m’ont coûté que 50 euros!,chaussures,0.36,0.72,132.41418214166396,Speaker9,France,Male,30
Ces chaussures ne m’ont coûté que 50 euros!,ne,0.72,0.81,132.64760888869625,Speaker9,France,Male,30
Ces chaussures ne m’ont coûté que 50 euros!,m’ont,0.81,0.96,106.38978297449296,Speaker9,France,Male,30
Ces chaussures ne m’ont coûté que 50 euros!,coûté,0.96,1.26,120.15714191719586,Speaker9,France,Male,30
Ces chaussures ne m’ont coûté que 50 euros!,que,1.26,1.44,150.95342118316012,Speaker9,France,Male,30
Ces chaussures ne m’ont coûté que 50 euros!,50,1.44,1.86,99.93925400048242,Speaker9,France,Male,30
Ces chaussures ne m’ont coûté que 50 euros!,euros!,1.86,2.13042,99.03934420601952,Speaker9,France,Male,30
"Paris, c'est le cœur du pays.","Paris,",0.25,0.55,114.60599906987092,Speaker9,France,Male,30
"Paris, c'est le cœur du pays.",c'est,0.55,0.72,109.1991836748895,Speaker9,France,Male,30
"Paris, c'est le cœur du pays.",le,0.72,0.81,95.19934567652253,Speaker9,France,Male,30
"Paris, c'est le cœur du pays.",cœur,0.81,1.01,128.35698522646408,Speaker9,France,Male,30
"Paris, c'est le cœur du pays.",du,1.01,1.13,122.0586545770434,Speaker9,France,Male,30
"Paris, c'est le cœur du pays.",pays.,1.13,1.46793,94.18661742458086,Speaker9,France,Male,30
"Si tu viens, nous pourrons commencer.",Si,0.25,0.38,111.57666388792049,Speaker9,France,Male,30
"Si tu viens, nous pourrons commencer.",tu,0.38,0.53,109.44067607376596,Speaker9,France,Male,30
"Si tu viens, nous pourrons commencer.","viens,",0.53,0.74,116.08923533964652,Speaker9,France,Male,30
"Si tu viens, nous pourrons commencer.",nous,0.74,0.83,134.60440826010264,Speaker9,France,Male,30
"Si tu viens, nous pourrons commencer.",pourrons,0.83,1.12,109.39453569090028,Speaker9,France,Male,30
"Si tu viens, nous pourrons commencer.",commencer.,1.12,1.63781,94.20256292389067,Speaker9,France,Male,30
Nous avons beaucoup marché aujourd’hui!,Nous,0.25032,0.391,98.88671744602955,Speaker9,France,Male,30
Nous avons beaucoup marché aujourd’hui!,avons,0.391,0.591,96.46669661157134,Speaker9,France,Male,30
Nous avons beaucoup marché aujourd’hui!,beaucoup,0.591,0.841,117.00148225954551,Speaker9,France,Male,30
Nous avons beaucoup marché aujourd’hui!,marché,0.841,1.161,102.03212445289992,Speaker9,France,Male,30
Nous avons beaucoup marché aujourd’hui!,aujourd’hui!,1.161,1.60229,90.90367703985616,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.",Nous,0.25088,0.413,108.49802049152619,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.",irons,0.413,0.603,110.8289800656835,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.",soit,0.603,0.903,141.15970733009274,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.",à,0.903,0.933,138.34584073649202,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.",la,0.933,1.023,126.62526431142261,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.","piscine,",1.023,1.543,111.43895301230404,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.",soit,1.803,2.023,134.44961271831846,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.",au,2.023,2.083,123.3890914894004,Speaker9,France,Male,30
"Nous irons soit à la piscine, soit au cinéma.",cinéma.,2.083,2.57494,98.96718495855285,Speaker9,France,Male,30
Pouvez-vous parler plus lentement s’il vous plaît?,Pouvez-vous,0.25,0.62,128.14381012830145,Speaker9,France,Male,30
Pouvez-vous parler plus lentement s’il vous plaît?,parler,0.62,0.92,119.17609314269029,Speaker9,France,Male,30
Pouvez-vous parler plus lentement s’il vous plaît?,plus,0.92,1.1,111.21537634583144,Speaker9,France,Male,30
Pouvez-vous parler plus lentement s’il vous plaît?,lentement,1.1,1.48,112.90575528802421,Speaker9,France,Male,30
Pouvez-vous parler plus lentement s’il vous plaît?,s’il,1.48,1.66,57.901195409492686,Speaker9,France,Male,30
Pouvez-vous parler plus lentement s’il vous plaît?,vous,1.66,1.77,118.94579336234865,Speaker9,France,Male,30
Pouvez-vous parler plus lentement s’il vous plaît?,plaît?,1.77,1.99676,130.52885018174896,Speaker9,France,Male,30
Tu écoutes quoi comme musique?,Tu,0.25,0.37,155.48433910555894,Speaker9,France,Male,30
Tu écoutes quoi comme musique?,écoutes,0.37,0.66,128.0881313997902,Speaker9,France,Male,30
Tu écoutes quoi comme musique?,quoi,0.66,0.86,102.29568187057627,Speaker9,France,Male,30
Tu écoutes quoi comme musique?,comme,0.86,1.06,89.76798202424108,Speaker9,France,Male,30
Tu écoutes quoi comme musique?,musique?,1.19,1.49,90.3576664891384,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.",J'adore,0.25,0.6,118.09475588016416,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.",le,0.6,0.71,120.04321838824376,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.","rock,",0.71,0.97,92.58135396584134,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.",c'est,0.97,1.08,unreliable,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.",mon,1.08,1.2,93.77011397805946,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.",genre,1.2,1.39,126.78943642779987,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.",de,1.39,1.5,107.59764993244177,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.",musique,1.5,1.81,113.70969370625926,Speaker9,France,Male,30
"J'adore le rock, c'est mon genre de musique préférée.",préférée.,1.81,2.37557,102.3294340015957,Speaker9,France,Male,30
Je ne parle pas beaucoup français.,Je,0.25077,0.35133,498.1280705815014,Speaker9,France,Male,30
Je ne parle pas beaucoup français.,ne,0.361,0.451,95.86221593147538,Speaker9,France,Male,30
Je ne parle pas beaucoup français.,parle,0.451,0.651,103.08099955343073,Speaker9,France,Male,30
Je ne parle pas beaucoup français.,pas,0.651,0.801,151.51447939132774,Speaker9,France,Male,30
Je ne parle pas beaucoup français.,beaucoup,0.801,1.061,109.0374350003681,Speaker9,France,Male,30
Je ne parle pas beaucoup français.,français.,1.061,1.5506,99.38629787880404,Speaker9,France,Male,30
Le centre commercial est tout droit.,Le,0.25,0.33,105.9074646744098,Speaker9,France,Male,30
Le centre commercial est tout droit.,centre,0.33,0.68,141.93441232888958,Speaker9,France,Male,30
Le centre commercial est tout droit.,commercial,0.68,1.2,117.38926011158442,Speaker9,France,Male,30
Le centre commercial est tout droit.,est,1.2,1.25,97.29102474230868,Speaker9,France,Male,30
Le centre commercial est tout droit.,tout,1.25,1.42,105.55083827766227,Speaker9,France,Male,30
Le centre commercial est tout droit.,droit.,1.42,1.60569,91.77640045967262,Speaker9,France,Male,30
Tu t'appelles comment?,Tu,0.25,0.36,unreliable,Speaker9,France,Male,30
Tu t'appelles comment?,t'appelles,0.36,0.69,115.53529109631585,Speaker9,France,Male,30
Tu t'appelles comment?,comment?,0.69,1.10816,101.45665938388716,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",Traversez,0.25,0.71,125.14694822949397,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",le,0.71,0.84,95.71356402943238,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.","parc,",0.9,1.27,101.18395410581252,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",et,1.43,1.51,105.25235346878111,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",vous,1.51,1.63,104.79651888541844,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",verrez,1.63,1.86,114.85124159207366,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",l'entrée,1.86,2.19,113.64540413632967,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",de,2.19,2.23,112.10989898521832,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",l'école,2.23,2.64,105.801861040584,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",juste,2.64,3.01,93.86666525961469,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",en,3.01,3.08,92.03676647065019,Speaker9,France,Male,30
"Traversez le parc, et vous verrez l'entrée de l'école juste en face.",face.,3.08,3.35283,unreliable,Speaker9,France,Male,30
"Tu m'impressionnes, bravo!",Tu,0.25,0.38,116.34156690940803,Speaker9,France,Male,30
"Tu m'impressionnes, bravo!","m'impressionnes,",0.38,1.04,106.88681854452769,Speaker9,France,Male,30
"Tu m'impressionnes, bravo!",bravo!,1.04,1.36,109.95308696358966,Speaker9,France,Male,30
Je suis impressionnée par ta progression.,Je,0.25,0.32,114.41236169176906,Speaker9,France,Male,30
Je suis impressionnée par ta progression.,suis,0.32,0.54,107.13824532356884,Speaker9,France,Male,30
Je suis impressionnée par ta progression.,impressionnée,0.54,1.05,137.9982587030461,Speaker9,France,Male,30
Je suis impressionnée par ta progression.,par,1.05,1.21,unreliable,Speaker9,France,Male,30
Je suis impressionnée par ta progression.,ta,1.21,1.31,unreliable,Speaker9,France,Male,30
Je suis impressionnée par ta progression.,progression.,1.31,1.83337,89.0352352162537,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Quand,0.25,0.37,124.09281978949426,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'ai,0.37,0.48,112.12815230797345,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",vu,0.48,0.58,135.72097283976015,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,0.58,0.71,133.65210098190443,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Tour,0.71,0.9,127.679179236802,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",Eiffel,0.9,1.18,126.67893015293727,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",pour,1.18,1.38,102.72407222608449,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",la,1.38,1.46,91.98759569447654,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",première,1.46,1.83,102.52288539268761,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.","fois,",1.91,2.1,107.23567444844909,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",j'étais,2.1,2.37,111.61316892604754,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",sans,2.37,2.63,108.7850221823766,Speaker9,France,Male,30
"Quand j'ai vu la Tour Eiffel pour la première fois, j'étais sans voix.",voix.,2.63,2.77,95.61694133157243,Speaker9,France,Male,30
Tu viens avec nous au cinéma le soir?,Tu,0.25,0.37,115.2232567294635,Speaker9,France,Male,30
Tu viens avec nous au cinéma le soir?,viens,0.37,0.57,125.03186538202188,Speaker9,France,Male,30
Tu viens avec nous au cinéma le soir?,avec,0.57,0.81,119.96899295633374,Speaker9,France,Male,30
Tu viens avec nous au cinéma le soir?,nous,0.81,0.9,135.69411523622344,Speaker9,France,Male,30
Tu viens avec nous au cinéma le soir?,au,0.9,0.95,124.68680885772095,Speaker9,France,Male,30
Tu viens avec nous au cinéma le soir?,cinéma,0.95,1.36,117.74035735770104,Speaker9,France,Male,30
Tu viens avec nous au cinéma le soir?,le,1.36,1.39,157.88412023358757,Speaker9,France,Male,30
Tu viens avec nous au cinéma le soir?,soir?,1.51,1.81,156.1638506463435,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",Je,0.25,0.33,110.19897584721991,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",ne,0.33,0.38,102.86704808990008,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",peux,0.38,0.51,117.26895337167768,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",pas,0.51,0.65,152.69519859288496,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",y,0.65,0.72,117.40999254605084,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.","croire,",0.72,1.05153,121.66065320980547,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",c'est,1.05153,1.2,unreliable,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",trop,1.2,1.39,136.2840034335481,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",beau,1.39,1.49,153.31534891422845,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",pour,1.49,1.68,73.58685092060915,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",être,1.68,1.9,286.3878207827912,Speaker9,France,Male,30
"Je ne peux pas y croire, c'est trop beau pour être vrai.",vrai.,1.9,2.06,109.0855255830628,Speaker9,France,Male,30
Imagine si on pouvait voyager dans ce temps.,Imagine,0.25,0.59,127.99227078892291,Speaker9,France,Male,30
Imagine si on pouvait voyager dans ce temps.,si,0.59,0.72,unreliable,Speaker9,France,Male,30
Imagine si on pouvait voyager dans ce temps.,on,0.72,0.78,94.22652564254594,Speaker9,France,Male,30
Imagine si on pouvait voyager dans ce temps.,pouvait,0.78,1.01,92.02662209041917,Speaker9,France,Male,30
Imagine si on pouvait voyager dans ce temps.,voyager,1.01,1.38,110.49525442461875,Speaker9,France,Male,30
Imagine si on pouvait voyager dans ce temps.,dans,1.38,1.55,93.79052974118537,Speaker9,France,Male,30
Imagine si on pouvait voyager dans ce temps.,ce,1.55,1.59,unreliable,Speaker9,France,Male,30
Imagine si on pouvait voyager dans ce temps.,temps.,1.59,1.83922,92.62321944692921,Speaker9,France,Male,30
"On se retrouve à 20 heures, d'accord?",On,0.25,0.31,99.9848671715952,Speaker9,France,Male,30
"On se retrouve à 20 heures, d'accord?",se,0.31,0.37,unreliable,Speaker9,France,Male,30
"On se retrouve à 20 heures, d'accord?",retrouve,0.37,0.72,130.1189756843325,Speaker9,France,Male,30
"On se retrouve à 20 heures, d'accord?",à,0.72,0.78,89.15014619917339,Speaker9,France,Male,30
"On se retrouve à 20 heures, d'accord?",20,0.78,1.05,123.56745350945411,Speaker9,France,Male,30
"On se retrouve à 20 heures, d'accord?","heures,",1.05,1.18,93.7378240178235,Speaker9,France,Male,30
